Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
4,406,0,0,7,1,3,3,0.001029,0.0,0.115681,0.213571,1
4,592,3,2,14,3,4,4,0.472749,30.66667,2.847791,0.658684,0
1,460,4,0,12,2,1,0,0.894249,10.0,0.021436,0.926988,1
3,520,0,2,0,4,9,0,0.680416,18.0,3.947875,0.279914,0
1,458,0,1,21,7,10,1,0.3879,23.0,1.544374,0.676891,0
0,280,0,0,10,6,8,0,1.036569,2.666667,2.361983,0.136557,1
0,522,3,0,12,5,3,4,0.187805,24.0,5.080425,0.115644,0
4,318,3,1,20,2,4,4,0.531808,22.0,4.470556,0.138528,1
0,576,1,1,19,2,4,0,0.234738,2.0,1.220717,0.216165,0
3,512,0,0,0,2,8,4,0.854225,30.0,0.973001,0.56283,1
1,702,2,3,10,7,12,4,0.72105,6.666667,3.128902,0.766986,0
1,441,2,2,10,1,9,1,0.801076,3.0,2.720268,0.126857,1
0,673,3,2,7,3,3,2,0.943012,5.0,0.047673,0.870015,1
1,470,2,2,21,7,7,1,0.232309,52.0,1.958637,0.842716,1
4,592,1,0,2,4,9,2,0.048719,2.0,4.733455,0.727388,0
0,554,0,0,18,1,2,0,0.390904,16.0,2.445898,0.479212,0
0,316,1,2,11,7,4,2,0.399139,6.0,1.019534,0.001557,1
0,661,3,1,22,2,8,4,0.797705,4.0,2.80183,0.878986,1
0,539,2,2,7,3,4,1,0.349803,20.0,4.463921,0.335286,0
0,632,0,0,4,1,9,0,0.573497,7.111111,1.329986,0.807736,0
4,527,2,2,9,7,1,3,0.785467,3.0,4.840999,0.062048,1
0,588,0,0,21,2,1,0,0.325329,42.66667,2.19763,0.798182,1
0,515,0,0,15,7,4,0,0.317132,20.44444,2.58273,0.076847,0
3,395,0,0,11,1,3,3,0.589233,3.333333,3.657461,0.587186,1
0,489,2,2,16,4,3,2,0.436057,12.66667,4.388121,0.597553,0
0,447,4,0,5,2,10,4,0.948897,2.0,4.155019,0.302157,1
2,563,0,3,8,3,12,4,0.357031,26.0,1.469192,0.079123,0
0,394,0,0,9,1,2,0,0.859556,10.66667,0.573841,1.068002,1
3,514,2,0,19,5,10,0,0.583093,2.0,4.321917,0.535577,0
1,359,4,0,13,3,10,2,0.054576,6.0,0.423389,0.579758,1
0,577,0,0,13,3,2,0,0.184386,10.66667,1.221409,0.691899,1
1,378,2,2,16,2,8,4,0.203156,32.66667,4.103289,0.891048,1
0,560,0,0,15,7,1,0,0.243153,4.444444,2.233098,0.067788,0
1,511,2,0,3,6,8,0,0.329371,3.0,0.893914,0.893288,1
2,604,2,0,1,3,10,3,0.578989,21.0,2.438549,0.239677,0
2,484,1,2,15,1,3,1,0.602363,24.0,2.399162,0.07795,0
0,581,0,0,0,5,2,0,0.687768,1.777778,0.809304,0.739424,1
2,514,3,0,2,4,9,2,0.117609,6.666667,4.785906,0.976976,0
3,542,3,2,22,5,5,3,0.600225,9.0,3.265588,0.057242,0
4,320,3,0,10,1,5,0,0.409747,6.0,4.900937,0.426122,1
1,435,1,1,15,2,6,2,0.903053,11.0,0.333831,0.529785,1
1,483,2,2,17,1,4,3,0.911984,1.0,1.971751,0.252119,1
2,637,0,1,14,6,7,0,0.768174,20.66667,4.175688,0.982872,0
0,328,2,0,11,6,11,0,0.114953,30.0,1.30939,0.844351,1
4,543,1,3,17,3,9,4,0.084694,13.0,5.189038,0.415778,0
0,412,0,0,4,2,6,0,0.940834,29.33333,2.182812,0.3982,1
1,420,2,1,23,7,1,1,0.427016,16.66667,2.732368,0.553158,1
0,494,1,0,7,6,9,4,0.451362,56.0,2.808546,0.435278,1
0,527,3,2,2,7,12,3,0.847793,29.0,0.034315,0.714948,1
1,422,3,0,1,4,10,4,0.621431,30.0,4.904973,0.265818,1
0,325,0,0,18,4,9,0,0.279407,6.222222,2.015738,0.50579,1
0,482,0,0,7,7,5,0,0.311013,14.22222,0.091823,1.007024,1
0,477,3,1,1,1,7,3,0.006377,12.0,0.881651,0.756108,1
4,643,4,1,18,6,1,1,0.71067,0.0,4.105156,0.16807,0
0,504,0,0,0,3,4,0,0.585612,9.777778,0.217164,0.997723,1
0,617,4,1,21,4,12,2,0.949964,12.66667,4.708929,0.589017,1
3,711,2,1,12,5,10,2,0.714013,18.0,4.999455,0.679287,0
1,389,3,3,22,2,4,1,0.103153,81.0,4.432164,0.294257,1
2,647,0,2,19,5,5,0,0.161541,8.0,3.89452,0.441544,0
0,593,0,3,16,7,6,0,0.501725,2.666667,2.636412,0.806812,0
4,278,4,0,2,4,4,2,0.924874,61.0,0.412148,0.330676,1
1,481,0,3,8,4,6,3,0.247251,85.0,3.652231,0.165062,1
3,570,3,0,4,1,10,1,0.82558,20.0,1.984326,0.378305,1
1,533,4,2,5,1,7,0,0.312272,3.0,3.051143,0.069219,0
0,665,2,0,3,6,3,0,0.269897,19.0,1.666952,0.717856,0
3,559,0,0,16,7,9,4,0.901393,3.0,1.21078,0.147746,1
2,357,1,2,20,2,8,2,0.047242,64.0,1.621485,0.285126,1
0,579,0,0,20,6,1,0,0.760741,32.0,2.03457,0.991216,0
0,385,2,3,20,1,2,1,0.043168,8.0,2.132458,0.540498,1
4,444,4,0,15,3,2,0,0.800764,65.0,1.55854,0.321338,1
3,609,2,0,15,2,10,4,0.829404,30.0,2.164852,0.547667,1
1,598,1,1,21,3,9,2,0.893357,91.0,0.161437,0.218278,1
0,427,0,0,1,1,9,0,0.224498,0.0,1.379404,0.679199,1
0,479,0,0,16,2,9,0,0.603535,2.666667,0.262066,0.803392,1
4,488,3,2,14,6,1,1,0.271633,23.0,1.442035,0.879782,0
4,443,2,1,17,4,7,1,0.606297,62.0,4.917764,0.771883,1
0,613,4,1,9,6,12,4,0.513747,102.6667,3.165287,0.926678,1
0,458,3,1,5,7,11,2,0.144852,25.0,1.457024,0.985953,0
4,473,4,2,20,5,3,3,0.73927,5.0,2.131728,0.744935,0
4,476,1,0,15,4,11,2,0.803784,5.0,1.292374,0.867923,1
3,569,1,3,4,3,9,2,0.963043,43.0,0.159021,0.673732,1
0,525,0,0,11,4,8,0,0.495539,23.11111,2.305075,0.192305,0
0,521,0,2,5,6,3,3,0.337735,23.0,1.662393,0.181702,0
2,405,1,0,13,4,1,0,0.192263,18.0,4.192054,0.110259,1
2,523,4,3,22,5,9,3,0.180865,25.33333,2.592785,0.942975,0
4,574,1,2,15,7,10,0,0.321053,58.0,1.114473,0.672752,1
0,465,0,0,6,6,1,0,1.081817,8.888889,2.004672,0.888648,1
1,514,1,1,1,5,3,1,0.092259,7.0,2.085557,0.331157,0
0,592,0,0,5,4,6,0,0.359366,29.33333,1.969323,0.517974,0
0,419,0,0,8,5,6,0,0.185978,64.88889,2.093074,0.044752,1
2,421,3,0,6,4,11,0,0.273631,8.0,4.814928,0.889007,1
0,487,0,0,1,2,10,0,0.192401,8.0,0.214536,0.959629,1
0,578,4,0,18,4,4,4,0.508309,7.0,0.241932,0.784811,1
0,480,1,0,10,5,10,0,0.17405,4.0,1.321205,0.17425,0
1,429,3,0,3,7,6,2,0.174808,27.0,2.345509,0.334171,1
0,535,0,0,15,5,10,0,0.726109,8.0,0.181647,0.295946,1
0,490,0,0,17,3,5,0,0.487121,24.88889,1.253973,0.943267,0
2,614,2,0,12,7,6,2,0.056195,2.0,0.824278,0.194836,1
4,564,0,2,4,7,7,2,0.920193,2.0,4.192939,0.532124,1
3,477,3,2,1,3,11,1,0.404952,15.33333,3.797434,0.571381,1
0,398,0,0,10,1,9,0,0.691048,18.66667,0.185184,0.478138,1
1,534,2,1,0,5,12,2,0.885412,9.0,4.181752,0.240688,1
3,470,1,0,12,7,12,1,0.402159,52.0,1.624792,0.960294,1
2,479,1,1,4,5,7,4,0.82066,6.0,1.764299,0.413399,1
3,383,0,1,17,7,4,3,0.914752,13.0,0.899018,0.72731,1
0,515,2,1,13,3,10,0,0.174067,24.0,4.376521,0.184046,0
0,449,0,0,12,3,5,0,0.992492,53.33333,1.011764,0.925663,1
0,459,3,0,6,4,6,0,0.119832,16.0,0.244179,0.215892,1
0,503,1,3,17,5,5,2,0.808211,25.0,1.279436,0.506496,1
1,404,2,2,6,5,5,2,0.900685,11.0,4.680886,0.146557,1
0,551,0,0,19,7,7,0,0.784139,32.88889,0.753096,0.028068,1
0,507,0,0,16,4,2,0,0.204826,7.111111,2.278566,1.047092,0
0,353,0,0,15,5,3,0,0.622992,45.33333,1.660549,0.141402,1
4,489,2,3,10,7,12,4,0.572634,6.0,4.306417,0.704951,0
2,521,0,3,18,1,2,0,0.28186,98.0,5.08059,0.652685,1
2,708,3,2,0,3,10,2,0.991296,11.0,4.357418,0.34172,1
0,559,3,3,20,3,10,2,0.335628,63.0,2.218326,0.185383,1
1,370,2,0,7,6,12,1,0.210255,15.0,4.072517,0.178328,1
1,694,3,0,0,3,2,1,0.110136,5.333333,3.758254,0.585328,0
4,472,2,0,8,2,3,4,0.378501,7.0,0.308018,0.546921,1
1,472,1,3,18,1,6,3,0.692619,37.33333,4.6488,0.875935,0
3,694,4,1,20,1,5,0,0.231417,7.333333,2.529805,0.640003,0
1,437,1,1,8,4,11,3,0.769544,12.0,0.672253,0.819275,1
0,484,0,0,20,2,5,0,0.235401,5.333333,1.063445,0.036465,1
1,336,2,0,9,5,2,1,0.440468,64.66667,3.015706,0.670993,1
3,496,1,1,23,6,2,1,0.702374,8.0,2.864731,0.233709,0
0,484,0,3,22,1,12,1,0.135309,8.0,2.873968,0.252839,0
4,460,0,0,10,2,1,3,0.597842,86.0,1.279196,0.720577,1
0,515,0,0,0,2,3,0,0.798953,46.0,3.163512,0.793433,1
0,418,2,2,19,7,12,1,0.595549,8.0,4.537074,0.371735,1
0,646,3,0,7,1,12,2,0.511464,60.0,2.143335,0.790077,1
2,501,2,1,19,7,11,0,0.8383,8.0,3.152901,0.443745,1
2,423,3,1,11,4,7,2,0.98542,2.0,1.219935,0.857645,1
0,360,1,3,0,2,11,0,0.181313,51.0,0.241405,0.024904,1
4,504,4,3,9,3,5,1,0.691346,44.0,2.928657,0.083495,1
3,591,3,0,3,2,7,4,0.080658,10.0,0.437749,0.776352,1
3,535,0,0,14,5,9,1,0.042841,1.333333,3.817923,0.62409,0
1,698,2,2,18,1,6,3,0.280819,4.0,3.551763,0.55902,0
4,700,1,0,5,5,2,3,0.97092,44.0,1.846625,0.613979,1
2,372,0,0,4,4,1,0,0.552196,100.0,2.056451,0.930191,1
0,350,1,0,4,6,1,3,0.268271,5.333333,4.588805,0.655537,1
1,423,4,0,17,3,10,1,0.132586,51.0,0.065668,0.647476,1
3,570,2,2,2,1,9,2,0.920183,4.666667,2.816517,0.759471,1
2,539,2,0,21,2,6,1,0.362367,22.66667,4.816806,0.866621,0
0,601,0,0,1,3,6,0,0.406697,1.777778,2.484968,0.294652,0
0,396,2,1,3,2,4,3,0.857963,17.33333,2.923279,0.616749,1
0,322,0,0,17,4,12,0,0.704403,8.0,0.953075,0.656972,1
0,440,0,0,8,6,2,0,0.268636,69.33333,0.247259,0.151706,1
0,558,0,0,18,1,10,0,0.521511,8.888889,0.634461,0.585357,1
0,516,4,2,9,4,3,2,0.928231,15.0,3.398367,0.069551,1
0,624,0,0,21,4,3,0,1.001204,48.88889,0.041585,0.20808,1
3,428,0,2,14,6,8,4,0.07011,11.33333,4.417428,0.912963,1
2,599,0,0,0,4,6,0,0.268613,8.0,3.139672,0.119243,0
0,439,0,0,10,4,7,0,0.254539,20.44444,0.112867,0.651281,1
4,577,3,3,13,2,9,2,0.533812,54.0,1.198837,0.323481,1
4,576,0,0,9,7,1,2,0.749983,11.33333,2.971005,0.555313,0
2,657,0,2,18,5,2,3,0.295543,4.0,0.378006,0.234974,1
2,366,3,0,23,2,9,4,0.757996,14.0,3.899937,0.444379,1
1,638,2,0,20,6,5,2,0.668716,61.33333,4.59961,0.867333,1
3,544,0,3,15,3,4,3,0.728222,2.0,4.806102,0.376217,0
0,506,1,0,7,6,1,4,0.948244,15.0,3.668296,0.353031,1
0,486,0,0,1,6,9,0,0.524612,27.55556,2.142064,0.501883,0
1,492,0,3,22,6,11,3,0.342568,2.0,3.053537,0.100493,0
0,503,4,1,6,6,9,4,0.683847,12.0,2.292718,0.387347,0
1,339,1,0,18,4,4,3,0.807557,84.0,3.565674,0.0069,1
2,524,0,0,6,6,9,2,0.191445,0.0,1.320903,0.503397,0
4,515,1,1,14,3,10,1,0.8468,41.0,0.548922,0.847941,1
0,434,0,0,7,6,1,0,0.157852,48.88889,1.904627,0.621082,1
0,503,2,0,13,2,5,2,0.006394,6.0,4.990934,0.607725,0
0,610,1,0,0,4,1,2,0.158427,7.0,3.087397,0.030563,0
0,438,2,1,12,2,4,4,0.978667,48.66667,2.412712,0.859515,1
0,386,3,0,2,4,12,3,0.523565,43.0,2.672021,0.385004,1
1,427,2,2,20,2,5,0,0.046567,2.0,2.392321,0.974853,1
4,291,4,0,5,1,11,2,0.997176,7.0,2.211001,0.120465,1
0,679,0,0,18,5,3,0,0.844911,17.18519,2.367589,1.062756,1
2,416,3,0,14,5,2,0,0.838005,10.66667,2.398816,0.634291,1
2,626,3,1,3,4,6,3,0.212941,21.0,0.605512,0.05234,1
2,375,4,3,20,1,11,2,0.105449,60.0,3.827583,0.971699,1
1,438,2,2,2,3,3,2,0.515085,16.0,1.957808,0.013873,0
3,506,0,3,3,1,10,2,0.772176,42.66667,3.553468,0.7307,1
4,564,2,3,4,7,1,0,0.637781,21.33333,2.897847,0.88953,1
0,493,1,2,17,4,11,0,0.631059,3.0,3.5659,0.175812,0
3,346,2,3,9,1,5,0,0.757096,40.0,0.30997,0.343357,1
2,494,3,1,7,3,2,0,0.227021,22.0,0.169367,0.561229,1
0,625,0,0,11,4,2,0,0.761519,6.222222,0.946354,0.764785,1
4,532,2,3,21,5,4,1,0.392111,6.666667,3.665831,0.871876,0
0,721,0,0,2,6,4,0,0.169753,21.33333,0.759206,0.856204,1
0,517,0,0,17,1,4,0,0.302143,24.0,1.283502,0.408748,0
4,601,1,0,22,5,7,4,0.794004,68.66667,4.904051,0.82172,1
4,552,1,3,7,5,1,3,0.895931,57.0,1.074373,0.966077,1
2,436,3,1,0,2,8,0,0.282822,6.0,4.239717,0.226986,0
0,493,4,3,13,3,12,3,0.190361,44.0,4.127304,0.074096,1
3,611,0,2,21,7,10,3,0.026725,0.0,4.656761,0.42662,0
0,465,0,0,22,6,9,0,1.047697,3.555556,2.287854,0.991572,1
0,539,0,0,12,1,10,0,0.783855,5.333333,1.2683,0.169078,1
4,437,0,0,11,5,6,3,0.95703,18.0,3.409669,0.885798,1
2,592,0,1,2,5,4,2,0.863849,4.0,3.094455,0.992213,1
1,508,4,0,17,7,6,0,0.340467,13.0,1.744743,0.054002,1
0,586,2,3,20,3,10,1,0.112683,8.0,1.598938,0.495256,0
4,624,1,3,12,6,7,2,0.499057,12.0,1.90785,0.328885,0
3,567,2,0,14,6,6,4,0.026814,85.0,1.292289,0.39368,1
0,483,0,0,0,5,1,0,0.333433,20.14815,2.411432,0.832167,0
4,289,2,1,5,5,5,3,0.665647,16.66667,4.338859,0.5913,1
0,542,0,0,8,5,8,0,0.609877,32.0,0.544851,1.081351,1
4,604,0,2,9,5,8,4,0.30242,44.0,0.459577,0.332765,1
3,376,2,1,14,2,12,3,0.564768,26.66667,3.78547,0.541504,1
3,484,1,0,8,2,10,0,0.125203,2.0,1.951069,0.813329,0
4,482,1,0,22,7,9,2,0.755708,11.0,4.123063,0.373028,0
0,546,0,0,13,6,4,0,0.812035,10.66667,1.948089,0.523462,1
2,514,2,1,10,4,10,4,0.216503,8.666667,3.327051,0.684975,0
2,408,3,0,6,1,6,4,0.606392,12.0,1.276697,0.860744,1
2,661,2,3,23,3,7,1,0.503303,46.0,0.720179,0.415681,1
3,333,4,0,1,4,5,0,0.060816,41.0,1.263242,0.53195,1
3,439,2,1,13,2,11,0,0.278154,0.0,2.548798,0.975122,0
1,366,1,2,5,2,8,0,0.999483,10.0,4.897315,0.042469,1
2,535,0,1,4,2,3,0,0.099536,29.0,0.518436,0.448229,1
2,546,2,0,4,4,8,0,0.506411,3.0,1.20036,0.635982,0
0,488,0,0,18,2,5,0,0.949334,1.777778,1.568199,0.009481,1
0,378,0,0,18,4,1,0,0.400652,46.22222,0.760911,0.671385,1
2,406,0,1,5,2,6,3,0.260709,18.0,4.292521,0.0562,1
1,589,0,1,9,5,2,1,0.890793,58.0,0.697085,0.857558,1
1,492,4,2,22,5,7,2,0.30483,34.66667,4.815788,0.807086,0
0,454,0,0,13,1,9,0,0.751493,59.55556,2.280937,0.036287,1
3,430,0,0,16,2,3,1,0.740313,1.0,4.437645,0.048804,1
0,488,0,0,2,7,10,0,0.888618,5.333333,0.432673,0.847816,1
4,556,3,2,0,1,4,2,0.99476,10.0,1.647481,0.369545,1
1,475,3,1,9,4,4,1,0.803192,2.666667,4.020484,0.575026,1
0,543,0,1,2,1,4,2,0.657012,19.0,4.03904,0.270328,1
0,343,0,0,4,2,3,0,0.995464,42.66667,1.762939,0.19459,1
3,613,0,0,18,4,5,3,0.905745,90.0,2.240254,0.296077,1
2,496,1,2,9,7,9,2,0.973166,66.0,1.557946,0.246714,1
3,401,2,3,15,4,11,1,0.776465,18.0,4.81479,0.448307,1
0,544,0,0,0,5,8,0,0.294927,26.66667,0.548156,0.840011,1
3,518,1,3,5,4,10,4,0.709806,7.0,0.21877,0.554129,1
3,387,4,0,8,4,2,3,0.075128,15.0,0.045653,0.609178,1
0,487,0,0,4,1,12,0,0.417963,54.22222,1.937567,0.528838,1
4,448,2,0,13,7,9,4,0.115808,0.0,0.283526,0.324734,1
1,373,2,2,9,6,12,3,0.949943,22.0,2.693218,0.143509,1
0,457,3,3,1,4,10,4,0.338754,61.0,1.836462,0.354565,1
3,395,1,0,4,3,2,4,0.713216,3.0,0.734539,0.665199,1
1,377,3,0,0,6,7,4,0.571318,80.66667,3.702977,0.733777,1
0,549,0,0,9,5,5,0,0.207511,0.0,0.337517,0.527829,1
2,530,3,2,21,7,7,2,0.561344,65.0,1.591969,0.644997,1
4,474,2,3,8,7,5,1,0.661024,13.0,2.810956,0.210541,0
0,275,4,0,2,5,12,4,0.881517,4.0,2.012079,0.860066,1
2,492,3,0,14,4,6,2,0.070086,5.0,1.295741,0.865936,0
0,576,1,1,3,1,8,2,0.295634,36.0,4.830005,0.320328,0
4,621,1,0,12,6,1,4,0.692341,40.66667,4.654852,0.547712,1
0,601,0,0,5,5,11,0,0.134332,26.66667,1.240236,0.682495,1
1,381,1,0,19,5,12,2,0.203553,79.0,1.968722,0.47243,1
0,422,0,0,16,3,1,0,0.31867,48.88889,0.768463,1.025035,1
0,483,4,3,22,4,5,2,0.669326,0.0,4.278781,0.739717,0
0,492,3,3,4,6,1,4,0.285961,22.0,2.839576,0.67251,0
2,503,4,0,14,5,3,0,0.599596,10.0,0.447611,0.520093,1
4,611,2,2,7,7,10,0,0.965348,18.0,4.266604,0.084847,1
0,519,3,0,4,5,9,0,0.793243,2.0,2.674431,0.107821,1
4,621,3,3,23,5,7,4,0.332903,9.0,2.277959,0.299009,0
0,422,0,0,12,5,12,0,0.5724,26.66667,0.844662,0.237963,1
1,461,2,0,0,1,6,1,0.200674,7.0,0.497133,0.952531,1
0,457,0,0,0,2,8,0,0.11572,27.55556,2.391755,0.461039,0
0,494,0,1,6,3,8,4,0.289715,50.66667,3.706218,0.876605,1
4,364,0,2,21,7,6,4,0.369409,0.0,0.658888,0.81808,1
1,692,4,3,4,1,4,2,0.564367,30.66667,2.556344,0.81257,0
0,509,0,0,13,3,4,0,1.044067,26.66667,1.388938,0.242671,1
2,385,4,3,14,5,4,2,0.947852,1.0,0.839444,0.447322,1
3,391,0,0,20,3,6,3,0.070098,46.0,2.136108,0.317952,1
0,508,1,1,16,4,1,1,0.614646,4.666667,3.228731,0.970411,1
1,559,3,0,23,4,12,4,0.042353,9.0,1.620053,0.876744,0
2,593,4,0,17,2,2,4,0.648081,2.0,1.658045,0.249924,0
1,504,1,1,6,2,6,2,0.117703,22.0,0.810142,0.31352,1
1,560,2,0,21,3,11,4,0.946403,20.0,2.066203,0.528909,1
2,534,4,1,17,1,1,4,0.864339,12.0,2.919286,0.278606,1
1,489,3,0,18,1,9,0,0.022329,5.0,0.582628,0.82453,1
2,465,2,3,19,5,12,4,0.782132,36.0,3.073922,0.819231,1
0,502,2,3,6,1,6,3,0.635897,62.0,1.988966,0.72434,1
2,488,3,1,7,2,7,2,0.495369,15.33333,3.390911,0.68931,0
2,499,4,3,12,1,12,1,0.602634,8.0,1.574185,0.547302,0
0,544,0,0,17,5,1,0,0.77825,2.666667,1.421248,0.390501,1
2,661,3,0,23,4,8,0,0.884457,40.0,3.064014,0.836938,1
0,399,0,0,10,1,12,0,0.867358,2.666667,1.726268,0.966186,1
0,509,3,0,8,1,12,1,0.575378,0.0,3.784695,0.049509,0
3,535,2,3,22,2,12,2,0.824616,19.0,0.681759,0.398619,1
0,462,0,0,0,3,12,0,1.086923,34.66667,2.413107,0.029956,1
0,607,0,0,21,4,12,3,0.300182,12.0,4.418227,0.839477,0
0,451,4,0,7,3,5,0,0.118421,1.0,2.811594,0.177093,0
4,567,4,3,20,5,5,1,0.731448,23.33333,4.451794,0.673867,0
2,625,1,2,11,5,6,3,0.978596,30.0,1.912165,0.357376,1
1,539,3,2,1,3,7,0,0.116706,34.0,0.371433,0.816065,1
0,482,0,0,14,2,7,0,0.531707,6.222222,1.817578,0.573398,0
1,548,4,3,20,6,5,1,0.062268,47.0,4.916721,0.324402,1
4,460,4,0,23,2,1,2,0.776532,19.0,0.809273,0.323871,1
0,429,3,3,17,6,11,4,0.948709,23.0,3.21937,0.326927,1
0,536,1,2,16,6,9,0,0.498994,15.33333,4.267128,0.788579,0
0,574,0,0,14,2,6,0,0.509521,5.925926,2.462668,0.800005,0
0,509,1,0,19,6,9,0,0.907719,8.0,1.382639,0.319214,1
0,555,1,0,19,6,11,3,0.133388,0.0,0.843669,0.490208,1
3,730,0,0,8,6,4,3,0.891584,15.0,1.239251,0.076153,1
3,622,0,0,2,4,2,4,0.392126,12.66667,3.088608,0.8275,0
0,443,0,0,19,5,3,0,0.659406,35.55556,2.296821,0.299199,0
0,518,4,3,18,6,12,2,0.528292,1.333333,2.912679,0.889225,0
0,530,0,0,17,5,4,1,0.615979,51.33333,4.598107,0.596797,1
4,415,2,3,19,7,10,0,0.942123,6.0,3.850185,0.56782,1
2,561,4,1,7,5,12,3,0.951127,13.0,2.991947,0.162719,1
2,424,2,0,0,7,8,0,0.831148,1.0,0.108993,0.069535,1
2,567,0,1,23,4,3,4,0.191544,31.0,1.865379,0.552617,0
0,693,0,0,23,5,8,0,0.433516,32.88889,0.343649,0.526488,1
0,487,0,0,14,3,6,0,0.587825,70.22222,0.805606,0.134643,1
4,543,0,3,18,1,4,3,0.905461,12.0,0.311667,0.835588,1
4,529,3,3,9,4,7,1,0.520865,8.0,1.039079,0.41724,1
2,406,2,0,11,1,11,1,0.977436,38.0,2.05343,0.260458,1
1,426,0,0,5,3,5,3,0.983841,24.0,2.574424,0.788272,1
0,535,0,0,12,2,5,0,0.698584,72.88889,0.542854,1.027197,1
2,513,4,0,3,2,9,1,0.877495,6.0,3.662887,0.305963,1
1,486,4,1,12,6,3,1,0.999223,24.0,2.951823,0.77595,1
1,593,4,0,16,2,10,2,0.849717,1.333333,3.458803,0.65252,1
3,546,3,0,0,4,4,3,0.656911,12.66667,3.663828,0.989728,0
0,720,4,0,4,2,5,1,0.845134,3.0,3.634602,0.203993,1
0,407,0,0,23,4,1,0,0.182655,18.37037,2.340585,1.080764,1
0,459,0,0,16,4,7,0,0.734821,24.0,0.593051,0.354681,1
3,645,1,1,17,1,8,3,0.216522,1.0,1.550778,0.411954,0
0,668,4,0,6,2,6,2,0.116064,11.0,0.671005,0.358826,1
4,414,3,0,15,5,9,1,0.892871,15.0,2.962932,0.268451,1
2,461,1,0,7,7,3,4,0.639645,8.0,1.975928,0.693223,0
1,482,0,2,11,2,2,3,0.243547,0.666667,2.480994,0.589145,1
1,640,0,0,13,2,5,4,0.386782,11.0,1.049107,0.305692,1
2,486,2,3,18,2,9,4,0.973277,47.0,3.245301,0.132212,1
1,483,1,1,10,6,11,2,0.862182,13.0,3.095097,0.317376,1
3,473,2,3,11,5,1,3,0.015582,11.0,1.323922,0.381231,0
0,510,1,0,12,5,1,1,0.979801,85.0,2.327083,0.380653,1
3,534,1,3,7,4,10,2,0.368529,1.0,4.671505,0.35726,1
0,687,0,0,0,5,3,0,0.795418,38.22222,1.933748,0.054813,1
4,646,2,0,8,4,10,0,0.712677,19.0,1.134719,0.464033,0
0,391,3,0,1,7,3,4,0.911684,57.33333,4.394274,0.836208,1
0,481,1,0,13,1,5,0,0.885061,15.0,0.336565,0.180366,1
0,502,0,0,12,4,4,0,0.38173,32.0,1.234821,0.163865,0
2,455,1,2,15,2,6,2,0.643535,2.0,0.400591,0.471851,1
4,600,3,3,1,3,12,1,0.393705,79.0,4.821071,0.370603,1
0,634,2,2,3,3,8,1,0.525544,12.0,0.203512,0.561281,1
4,452,2,2,11,6,8,2,0.554679,22.0,0.756201,0.947074,1
2,501,3,0,15,2,11,3,0.396343,2.666667,4.7752,0.760886,0
2,589,2,0,9,4,4,0,0.463894,58.0,3.110788,0.687058,1
0,606,0,0,2,2,1,0,0.308342,29.33333,2.18797,0.467929,0
0,449,0,0,3,6,7,0,0.707646,0.888889,0.041017,0.32328,1
1,547,0,0,5,5,6,1,0.75896,5.0,2.095475,0.540264,0
0,430,0,0,22,4,5,0,0.529741,8.888889,2.461164,0.996124,1
2,605,2,2,4,7,4,2,0.97768,4.666667,2.899095,0.876743,1
3,427,2,3,17,2,6,3,0.057226,10.0,4.248414,0.445515,1
4,452,1,1,9,6,6,4,0.583601,32.0,3.425203,0.225344,0
4,401,0,1,10,5,3,2,0.036296,76.0,1.638152,0.033988,1
1,442,4,2,18,4,9,0,0.22457,17.0,1.543035,0.842664,0
1,465,1,3,13,6,3,3,0.905543,37.0,0.356387,0.264838,1
0,624,1,0,20,6,4,2,0.544514,18.0,2.138861,0.358999,0
4,452,2,3,10,6,5,0,0.436386,7.333333,4.576947,0.809216,0
2,507,4,0,20,1,11,2,0.415496,21.0,2.590312,0.120024,0
4,432,0,0,3,6,2,0,0.888161,16.0,4.554975,0.461234,1
3,605,4,2,21,5,10,3,0.859167,20.0,4.920936,0.441849,1
4,578,4,2,5,7,11,4,0.309193,49.0,4.938476,0.04714,1
3,464,0,1,16,1,10,3,0.531504,21.33333,3.532416,0.517623,0
1,433,4,0,21,5,2,0,0.14382,12.66667,4.356086,0.79571,0
1,407,4,1,18,1,6,2,0.82503,12.66667,3.740389,0.676297,1
0,576,0,0,12,5,2,0,0.835975,10.66667,1.758486,0.572815,1
4,454,1,0,21,5,10,4,0.530093,2.0,3.577798,0.828759,0
0,585,0,0,9,7,1,0,0.125901,37.33333,2.002609,0.256261,0
2,414,4,0,10,6,8,3,0.481257,75.0,1.897095,0.830796,1
1,479,4,0,5,7,10,3,0.225197,7.0,2.117812,0.276363,0
1,454,1,1,1,7,10,3,0.413374,77.0,1.470356,0.362486,1
2,428,0,2,0,6,1,3,0.856426,7.0,0.741303,0.12843,1
3,325,2,1,10,5,10,2,0.769603,22.0,2.292217,0.101755,1
3,367,1,3,15,6,6,4,0.241953,8.0,4.499746,0.932112,1
0,612,0,0,2,5,12,0,1.084953,2.666667,1.628162,0.213726,1
0,416,0,0,4,6,1,0,1.003211,0.888889,0.140451,0.374958,1
0,566,0,0,14,3,8,1,0.528673,8.666667,4.056,0.529152,0
